id	doc	severity	class	provenance	witness	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
codec-bits-5	documentation	low	documentation	verified		yes	The codec: bits (bits, buf, build, code, cursor, dsi, gamma, int, literal, scan, stack)	documentation: Vocabulary without an anchor	81		P3		"Door, seam, gate: three unanchored words for one boundary; ""denomination"" and ""currency"" each carry two senses"	fix-amended	52		
codec-bits-6	documentation	low	documentation	verified		no	The codec: bits (bits, buf, build, code, cursor, dsi, gamma, int, literal, scan, stack)	documentation: One argument written several times			P4		The u64-width refrain is restated at entries that neither convert nor compute, and the read_gamma rejection is stated twice	open			
codec-bits-7	documentation	low	documentation	assessed		no	The codec: bits (bits, buf, build, code, cursor, dsi, gamma, int, literal, scan, stack)				P6	codec	ptr_eq's doc misstates why independently frozen empty streams alias	open			
codec-bits-9	documentation	low	documentation	verified		no	The codec: bits (bits, buf, build, code, cursor, dsi, gamma, int, literal, scan, stack)				P6	codec	BitsBuf's type doc says the packed-stream builder wraps a BitsBuf; it does not	open			
benches-examples-18	documentation	high	documentation	verified		no	The instruments: benches and examples	documentation: Ghost references to deleted code and retired conventions		14	P4		code_study.rs cites a deleted module and essay as its reason to exist	fix-amended	71		
benches-examples-22	documentation	low	documentation	verified		no	The instruments: benches and examples		49		P5		perf_probe.rs frames itself as a one-off for a past investigation and documents a feature flag that is always on	open			
benches-examples-23	documentation	nit	(table)				The instruments: benches and examples				P6	benches	An unescaped `\|` inside a code span splits the API-mapping table row	open			
benches-examples-26	documentation	low	documentation	verified		no	The instruments: benches and examples				P6	benches	The space-consumption results README lists six CSV columns for an eight-column file; the figure of record predates the marker-padding change to `encode().len()`	open			
benches-examples-3	documentation	low	documentation	verified		no	The instruments: benches and examples				P6	benches	Bench doc comments misstate operand ownership: `recv` borrows, `Version` is `Clone`	open			
benches-examples-7	documentation	low	documentation	verified		no	The instruments: benches and examples	documentation: Hand-maintained counts and rosters			P4		Judge constants, measured exponents, and a hand cell count restated as literals at declaration sites	open			
paper-fidelity-14	documentation	nit	(table)				The instruments: benches and examples				P6	benches	the results README's CSV column list omits the bit columns the file carries	open			
fuelscape-pipeline-10	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	The count module says every count is pinned two independent ways; the version table reaches the decoder only through the enumeration	open			
fuelscape-pipeline-15	documentation	low	documentation	verified		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	The census literals' claimed independent derivation is not in the tree	open			
fuelscape-pipeline-17	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	"Two small doc inaccuracies: ""zero pad"" for the marker padding; EXHAUSTIVE_BYTES credits the wrong companion pin"	open			
fuelscape-pipeline-21	documentation	low	documentation	verified		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)	documentation: Hand-maintained counts and rosters			P4		"Stale hand-maintained count: ""767 canonical members at exactly 2 bytes"" is the pre-marker-padding window; the current window holds 433"	open			
fuelscape-pipeline-25	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	"""adding an operation is one OpSpec entry"" names one step of the chain a new row requires"	open			
fuelscape-pipeline-26	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	"""constant dispatch overhead, identical for every sample"" is one register move per operand on the fold rows"	open			
fuelscape-pipeline-27	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)	documentation: One argument written several times			P4		The stratified-arity argument is stated three times and the totality chain four times	open			
fuelscape-pipeline-29	documentation	low	documentation	verified		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	Constants restated as literals in stamped size-measure strings and overlay labels	open			
fuelscape-pipeline-3	documentation	low	documentation	verified		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)	documentation: Ghost references to deleted code and retired conventions			P4		"History and roadmap in module prose: a split rule ""unchanged"", a ""long-term fix"" not built"	open			
fuelscape-pipeline-31	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	"Exemption reasons cite panels in unchecked prose; the Ticks entry names ""min_ticks"", a panel that is not a roster name"	open			
fuelscape-render-1	documentation	low	documentation	verified		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)	"documentation: ""mint"" for constructing a value | documentation: Moralized code and register transplants"			P3		"Vocabulary: ""guest-minted"", ""two-ways seam"", ""Honesty rule""/""honest"", ""backstop"""	open			
fuelscape-render-11	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	nit: `expect` messages that name a hope, not the proof	open			
fuelscape-render-16	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	nit: `write_atomic`'s crash claim outruns its mechanism	open			
fuelscape-render-25	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)	documentation: Em-dashes in `//` comments			P3		nit: literal `\u2014` escapes inside JavaScript comments, and em-dashes in `//` comments across the partition	open			
fuelscape-render-29	documentation	low	documentation	assessed		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	`build.rs`'s module doc describes one of its two jobs and denies a duplication the script deliberately carries	open			
fuelscape-render-32	documentation	nit	(table)				The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	nit: `fuelscape-claims` describes an acceptance rule the widget does not implement	open			
fuelscape-render-5	documentation	low	documentation	verified		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	Unanchored design-system vocabulary in the palette constants	open			
fuelscape-render-9	documentation	medium	documentation	assessed		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)	documentation: Relative-time words and history narration			P4		Format-version docs narrate the layout they replaced	fix	73		
module-graph-7	documentation	low	documentation	verified		no	The instruments: fuelscape (before-fuelscape, docs/, build.rs's island job)				P6	fuelscape	before-fuelscape depends on suanpan directly on a claim that `before` exposes no touch reader; `before::meter::touch_ops` exists	open			
deps-11	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	documentation: Vocabulary without an anchor			P3		the fuzz workspace manifest and README carry opaque roster IDs (PROG-5 / COV-7) and restate build commands the justfile supersedes	open			
fuzz-guests-pins-17	documentation	nit	(table)				The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	documentation: Moralized code and register transplants			P3		"Moralized qualifiers (""honest"", ""real"") at ten sites"	open			
fuzz-guests-pins-2	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	documentation: Ghost references to deleted code and retired conventions | documentation: Vocabulary without an anchor			P3		Opaque roster IDs and a ghost test name in the fuzz manifest and README	open			
fuzz-guests-pins-20	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	documentation: Ghost references to deleted code and retired conventions | documentation: Measured readings and history at declaration sites			P4		`ff_regs_reserve`'s doc narrates an incident and cites a seed path that does not exist	open			
fuzz-guests-pins-21	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	"documentation: ""mint"" for constructing a value"			P3		"""mint"" for constructing values at five sites"	open			
fuzz-guests-pins-23	documentation	nit	(table)				The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins				P6	fuzz	"`ff_party_forks`'s doc says the kernel ""replaces `src`""; it mutates `src` in place"	open			
fuzz-guests-pins-24	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins		69		P4		The validation index has no row for the fuzz targets, the heap cap, or the wasm32 pins	fix-amended	63		
fuzz-guests-pins-3	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins				P6	fuzz	The fuzz run commands are spelled three ways, two have drifted, and the README misstates the gate's toolchain	open			
fuzz-guests-pins-36	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins				P6	fuzz	One join-emit pin's doc gives a different size for the same operand than its sibling	open			
fuzz-guests-pins-7	documentation	nit	(table)				The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	documentation: Em-dashes in `//` comments			P3		Em-dashes inside `//` comments at six sites	open			
fuzz-guests-pins-8	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins				P6	fuzz	`fuzz_decode_ops`'s module doc and flavour-1 comment describe only flavour 0's framing	open			
gate-legs-11	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	documentation: Ghost references to deleted code and retired conventions | documentation: Vocabulary without an anchor			P3		The fuzz workspace's prose carries opaque roster tags, floating-nightly instructions, a ghost test name, and a hand-duplicated duration	open			
module-graph-6	documentation	low	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	documentation: Vocabulary without an anchor			P3		The fuzz workspace's manifest and README carry opaque roster IDs and a stale gate claim	open			
prose-hygiene-4	documentation	medium	documentation	verified		no	The instruments: fuzz targets, the fuzz-fit guest, and the wasm32 pins	documentation: Vocabulary without an anchor			P3		Opaque roster IDs PROG-5 / COV-7 in the fuzz workspace	fix	72		
fuzzfit-bands-1	documentation	nit	(table)				The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Moralized code and register transplants | documentation: Vocabulary without an anchor			P3		"""honest"" as a moral adjective and ""sentry"" as an unanchored coinage"	open			
fuzzfit-bands-13	documentation	nit	(table)				The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Measured readings and history at declaration sites			P4		`POOL_SLOTS`'s doc names a fallback the pooling allocator does not have	open			
fuzzfit-bands-2	documentation	medium	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Measured readings and history at declaration sites			P4		Pin-time measurements hand-transcribed into prose have rotted; the judgment constants' evidence is printed, never committed or asserted	fix	73		
fuzzfit-bands-20	documentation	low	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Ghost references to deleted code and retired conventions			P4		The seed-location sentence is a ghost of the pre-anchor layout	open			
fuzzfit-bands-21	documentation	low	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Public contracts contradicted by the code			P4		The `PROPTEST_CASES` override the suite documents is discarded by `ProptestConfig::with_cases`	open			
fuzzfit-bands-24	documentation	low	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Ghost references to deleted code and retired conventions			P4		"""the demonstrations ledger"" resolves to nothing in the tree; the decision to keep the reach demonstrations in git history is recorded only in the design note"	open			
fuzzfit-bands-26	documentation	low	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Hand-maintained counts and rosters			P4		Hand-maintained counts and derived probabilities across the harness prose	open			
fuzzfit-bands-3	documentation	nit	(table)				The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)				P6	fuzz	`Band.constant`'s doc invites the converse reading; three pinned bands have slope 0 and `constant: false`	open			
fuzzfit-strategies-10	documentation	nit	(table)				The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)				P6	fuzz	`Malformed` is documented as never a `before` bug, but the decode and parse arms map before's own round-trip failures to it	open			
fuzzfit-strategies-15	documentation	low	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Moralized code and register transplants | documentation: Vocabulary without an anchor			P3		Vocabulary: a moralized bound, unanchored coinages, and four words carrying two meanings	open			
fuzzfit-strategies-17	documentation	low	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Hand-maintained counts and rosters | documentation: Relative-time words and history narration			P4		Prose restates draw ranges and roster ratios the code owns, one of them off by the jitter term	open			
fuzzfit-strategies-18	documentation	low	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)				P6	fuzz	Family docs and arm comments misdescribe what the constructions do	open			
fuzzfit-strategies-3	documentation	low	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: One argument written several times | documentation: Public contracts contradicted by the code			P4		The identity-routing argument is stated in full three times and overstates the canonical-equality rung as O(1)	open			
fuzzfit-strategies-6	documentation	medium	documentation	verified		no	The instruments: fuzzfit (the harness: bands, fit, curve, wasm, strategies, ops, drive)	documentation: Public contracts contradicted by the code			P4		`ops.rs` claims one op per public operation and a one-to-one guest mirror, and asserts `Rank` has no packed codec	fix	73		
deps-6	documentation	medium	documentation	verified		no	The instruments: gate recipes and CI (justfile, tools/, .github/workflows)		68		P1		ci.yml installs and documents a floating `nightly` (and a floating stable) that no recipe invokes; its comments describe the regime the justfile pinned away	fix-amended	25		
gate-legs-12	documentation	nit	(table)				The instruments: gate recipes and CI (justfile, tools/, .github/workflows)				P6	tools	`just --list` renders eight recipe descriptions as sentence fragments	open			
gate-legs-13	documentation	nit	(table)				The instruments: gate recipes and CI (justfile, tools/, .github/workflows)	documentation: Hand-maintained counts and rosters | documentation: Measured readings and history at declaration sites			P4		Hand-maintained counts and dated measurements in verification prose	open			
gate-legs-5	documentation	medium	documentation	verified		no	The instruments: gate recipes and CI (justfile, tools/, .github/workflows)				P6	tools	ci.yml installs and describes floating toolchains the recipes never invoke; the dated toolchains arrive by rustup auto-install	open			
gate-legs-7	documentation	low	documentation	verified		no	The instruments: gate recipes and CI (justfile, tools/, .github/workflows)				P6	tools	"`all` is documented as ""Everything"" while omitting the gate's instrument legs and the coverage legs, and its exclusive legs have no recorded cadence"	open			
tools-1	documentation	low	documentation	verified		no	The instruments: gate recipes and CI (justfile, tools/, .github/workflows)				P6	tools	ci.yml restates memwatch's per-process cap as a number that has rotted	open			
tools-12	documentation	nit	(table)				The instruments: gate recipes and CI (justfile, tools/, .github/workflows)		77		P5		The roster's `notes` duplicate measured exponents held at sidecar.rs:73-78 and enumerate six of `TEXT_CEILING_CELLS`' seven text cells by hand	open			
tools-2	documentation	low	documentation	verified		no	The instruments: gate recipes and CI (justfile, tools/, .github/workflows)				P6	tools	The validation index omits citecheck, covcheck, and mutantcheck	open			
tools-27	documentation	nit	(table)				The instruments: gate recipes and CI (justfile, tools/, .github/workflows)				P6	tools	Two prose sites restate the pinned cargo-mutants release that `tool` in tools/mutantcheck-expected.json holds, and edits left docstring lines orphaned mid-clause (mutantcheck:19-20, benchjudge:23 and :128, justfile:308-309)	open			
tools-29	documentation	nit	(table)				The instruments: gate recipes and CI (justfile, tools/, .github/workflows)		83		P3		Em-dashes in `#` comments, docstrings, and nine printed diagnostics across the tools (owner-gated: the pending em-dash ruling)	fix	54		
tools-8	documentation	nit	(table)				The instruments: gate recipes and CI (justfile, tools/, .github/workflows)		82,84		P3		"""honest"" as an algorithm class in benchjudge and as the baseline-fixture label in every self-test; ""mint"" for constructing a value at four sites (benchjudge:447, 859; memwatch:70, 94)"	fix	53		
tools-9	documentation	low	documentation	verified		no	The instruments: gate recipes and CI (justfile, tools/, .github/workflows)				P6	tools	benchjudge cites code that no longer exists and narrates its own migration	open			
meter-core-1	documentation	nit	(table)				The instruments: meter core (meter.rs and its tests)	"documentation: ""mint"" for constructing a value | documentation: Em-dashes in `//` comments | documentation: Moralized code and register transplants | documentation: Vocabulary without an anchor"	81		P3		"Module-doc and comment prose: unanchored coinage, duplicated sentence, history in prose, ""mint"", em-dashes in `//` comments"	fix-amended	52		
meter-core-10	documentation	low	documentation	verified		no	The instruments: meter core (meter.rs and its tests)				P6	board	`arming_train`'s band is documented as `32w + ⌈log₂ n⌉ + 2` but computed as `32w + bitlen(n) + 2`, and the test re-spells the code instead of the doc	open			
meter-core-3	documentation	medium	documentation	verified		no	The instruments: meter core (meter.rs and its tests)	dependence: The meter-gated instrument surface is rumors' second API, with an unsettled stability status | documentation: Prose from before the flag day	1	13	P1		`Packed` documents one coding but carries two; event-shape `bytes` are the construction language, which `Version::decode` cannot accept	fix	8		
meter-core-4	documentation	medium	documentation	verified		no	The instruments: meter core (meter.rs and its tests)	documentation: Prose from before the flag day | documentation: Relative-time words and history narration		13	P4		"The `cliff_comb` and `wide_tooth_comb` funding arguments describe the construction coding as ""this coding"" and the stored delta coding as a hypothetical"	fix	74		
meter-core-9	documentation	low	documentation	verified		no	The instruments: meter core (meter.rs and its tests)				P6	board	`factor_digit` and `dense_factor` docs differ from their code in the mixing input and a forced bit	open			
oracle-laws-19	documentation	low	documentation	verified		no	The instruments: oracle and laws	documentation: Vocabulary without an anchor	81		P3		"""door"" is an undefined coinage used 41 times in laws.rs"	fix-amended	52		
oracle-laws-22	documentation	low	documentation	verified		no	The instruments: oracle and laws	"documentation: ""mint"" for constructing a value | documentation: Moralized code and register transplants"			P3		"Prose tells: the banned ""minted"", ""THE LAW"", moralized ""real""/""honest"", significance adverbs, the undefined ""under mass"" and ""faces"", and temporal ""still works""/""survive here"""	open			
oracle-laws-9	documentation	low	documentation	verified		no	The instruments: oracle and laws				P6	board	The oracle test module doc says trees are never fabricated directly; three suites draw generated or literal trees	open			
paper-fidelity-6	documentation	low	documentation	verified		no	The instruments: oracle and laws				P6	board	laws.rs header attributes the crate's extensions to the paper and cites §2-§4	open			
paper-fidelity-8	documentation	low	documentation	verified		no	The instruments: oracle and laws				P6	board	the oracle's grow defines two arms the paper does not, undocumented at the oracle	open			
recursion-10	documentation	nit	(table)				The instruments: oracle and laws				P6	board	"Oracle prose says ""boxed"" trees and clones; the trees are Arc and clones are refcount bumps"	open			
api-audit-22	documentation	nit	(table)				The instruments: other suites (tests/*.rs)	documentation: Hand-maintained counts and rosters			P4		Hand-maintained item count in a test module doc	open			
tests-other-1	documentation	low	documentation	verified		no	The instruments: other suites (tests/*.rs)		69		P4		The validation index omits every instrument in this partition but the bench-judge roster	fix-amended	63		
tests-other-11	documentation	medium	documentation	assessed		no	The instruments: other suites (tests/*.rs)				P6	harness	"The dominance test's doc says ""read strictly more""; its body asserts only inequality"	open			
tests-other-12	documentation	low	documentation	verified		no	The instruments: other suites (tests/*.rs)	documentation: Vocabulary without an anchor			P3		"""pincer"" and ""jaw"" are an unanchored metaphor used as jargon across four roster pins"	open			
tests-other-15	documentation	low	documentation	verified		no	The instruments: other suites (tests/*.rs)	documentation: Hand-maintained counts and rosters | documentation: Measured readings and history at declaration sites | documentation: Relative-time words and history narration			P4		Prose that narrates history or restates enumerable facts	open			
tests-other-4	documentation	nit	(table)				The instruments: other suites (tests/*.rs)	documentation: Vocabulary without an anchor	88		P3		"""answer-embedded"" names two different claims"	fix	68		
tests-other-5	documentation	low	documentation	assessed		no	The instruments: other suites (tests/*.rs)				P6	harness	Generator and support docs disagree with their code in three small places	open			
tests-other-8	documentation	nit	(table)				The instruments: other suites (tests/*.rs)	documentation: Em-dashes in `//` comments | documentation: Moralized code and register transplants			P3		Register transplants and dash register across the partition	open			
board-families-floors-judge-1	documentation	medium	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Measured readings and history at declaration sites			P4		"Base-size docs quote probe-build readings the owner's excision ruling classifies as excised; one is labeled ""committed"" against its source, two have no committed kernel"	fix	72		
board-families-floors-judge-12	documentation	low	documentation	assessed		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: One argument written several times			P4		The same two derivations are restated up to seven times across floors.rs and operand.rs	open			
board-families-floors-judge-17	documentation	low	documentation	verified		yes	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)		55		P1		The tick rows' 8-bits-per-byte scan floor is derived from a single examination that records fewer bits than the floor, and nothing states why these rows alone floor at the full rate	fix	13		
board-families-floors-judge-18	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	"`trend`'s docstring claims a lumpy counter ""errs red, never green""; a counter dark at the larger point reads green"	open			
board-families-floors-judge-2	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Hand-maintained counts and rosters			P4		The `version2` slot doc enumerates two pair shapes; four build arms fill the slot	open			
board-families-floors-judge-22	documentation	low	documentation	assessed		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	"Constants are judged at each window's larger size only; board.rs says ""per size across the ladder"""	open			
board-families-floors-judge-8	documentation	medium	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Relative-time words and history narration | documentation: Vocabulary without an anchor			P3		"""deterministic-liveness"" floors are undefined, spelled with ""today"" in six rendered strings, and contradicted by the module's opening sentence"	fix	72		
board-families-floors-judge-9	documentation	nit	(table)				The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Hand-maintained counts and rosters			P4		Three floors.rs sentences disagree with the code or number they describe	open			
board-frame-10	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	`TICKS_BOARD_COUNT`'s one-line proof names the wrong leg	open			
board-frame-11	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Vocabulary without an anchor			P3		Escaped-bracket citation tags (`\[derived\]`, `\[the ... in the test suite\]`) are an undefined convention that names no test	open			
board-frame-12	documentation	nit	(table)				The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Measured readings and history at declaration sites			P4		Two measured readings are quoted in ceilings.rs prose against the file's own rule	open			
board-frame-14	documentation	nit	(table)				The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	"""The tripwire pair below"" points at tests that live in another file"	open			
board-frame-17	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	The heterogeneous `clock | version` joins cite `clock_hash`, a row that prices a byte compare	open			
board-frame-18	documentation	nit	(table)				The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	"documentation: ""mint"" for constructing a value | documentation: Moralized code and register transplants | documentation: Relative-time words and history narration"	82		P3		"Vocabulary tells across the frame's prose: ""mint"", an unanchored ""honest"" in four senses, register transplants, ""genre"", ""today"", a past-tense justification, a duplicated sentence"	fix	53		
board-frame-2	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Hand-maintained counts and rosters			P4		"The root doc states a two-point exponent formula the judge does not use and counts ""all four counters"" on a five-currency axis"	open			
board-frame-4	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Measured readings and history at declaration sites			P4		"Two sites prescribe a ""dated owner rationale"" at the declaring constants; no constant carries a date, and the doctrine forbids one there"	open			
board-frame-5	documentation	low	documentation	verified		yes	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: One argument written several times	88		P4		The root doc re-narrates each submodule's mechanism, and the copies have drifted	fix	68		
board-frame-7	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Hand-maintained counts and rosters			P4		The fold-model roster is stated three ways: two rows (cell.rs), three rows (ceilings.rs), four rows carry `with_fold_arity`	open			
board-frame-9	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	`MAX_HEAP_BYTES_PER_INPUT_BYTE` carries no derivation	open			
board-ops-render-1	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	The row table's module doc states an absolute the declared-model attachments break	open			
board-ops-render-11	documentation	nit	(table)				The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	`Summary.red`'s doc calls every red an amplification finding	open			
board-ops-render-17	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Missing or non-uniform hazard sections			P4		shard.rs `# Panics` sections are incomplete, the rustdoc allow is module-wide, the merge output is a positional four-tuple, and the bit-pattern parse repeats where a helper exists	open			
board-ops-render-24	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)				P6	board	tests.rs prose carries a partial hand-maintained inventory and two counts its bodies contradict	open			
board-ops-render-29	documentation	medium	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Measured readings and history at declaration sites			P4		A test doc quotes a dated measurement with its history and cites a design document from code	fix	72		
board-ops-render-3	documentation	low	documentation	assessed		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Measured readings and history at declaration sites			P4		A dated rationale justifies the magnitude shapes' `designed` arm	open			
board-ops-render-30	documentation	low	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Ghost references to deleted code and retired conventions			P4		The acceptance criterion's doc and two kernel docs cite a retired determinism tripwire	open			
board-ops-render-5	documentation	nit	(table)				The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Em-dashes in `//` comments			P3		Em-dashes in plain `//` comments at twenty sites	open			
board-ops-render-8	documentation	nit	(table)				The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	"documentation: ""mint"" for constructing a value | documentation: Moralized code and register transplants"			P3		"Moralized and overloaded vocabulary: unanchored ""honest"", two meanings of ""diagonal"", three referents for ""seam"", and ""mints"""	open			
meter-adequacy-3	documentation	medium	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Public contracts contradicted by the code			P4		The exponent instruments admit an n log n regression at every committed family size, and MAX_SCALING_EXPONENT's rustdoc says the opposite	fix-amended	73		
prose-hygiene-3	documentation	medium	documentation	verified		no	The instruments: the amplification board (frame; families, floors, judge; ops, render, shards, tests)	documentation: Measured readings and history at declaration sites			P4		Design-doc citation from code in the board tests, and the doc has moved	dup	74		same edit as board-ops-render-29
envelopes-a-1	documentation	high	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	claims: The hard-guarantee sentence and the meter header, reconciled | documentation: Ghost references to deleted code and retired conventions | documentation: Prose from before the flag day | documentation: Relative-time words and history narration		13	P4		File header and a dozen test docs describe the pre-flag-day implementation and contradict the pins beside them	fix	71		
envelopes-a-10	documentation	low	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	documentation: Prose from before the flag day			P4		Door rows print the generator's construction-language size as the operand's input size	open			
envelopes-a-18	documentation	low	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	documentation: Em-dashes in `//` comments | documentation: Moralized code and register transplants | documentation: Vocabulary without an anchor			P3		Unanchored coinages and significance refrains at maintainer altitude	open			
envelopes-a-20	documentation	low	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	documentation: Measured readings and history at declaration sites | documentation: Relative-time words and history narration			P4		"Principle 5 residue: history at declaration sites, hand-copied scenario sizes, a stale ""thin margin"" claim, and an inline measured ratio"	open			
envelopes-a-5	documentation	low	documentation	verified		no	The instruments: the envelopes (tests/meter.rs)	documentation: Measured readings and history at declaration sites			P4		"""Only ever tightened"" is contradicted by the tables' own re-denomination clause and by the pin history"	open			
