id	doc	severity	class	provenance	owner_gated	module	patterns	owner_decision	readme_top	phase	lane	title	disposition	ruling	sha	note
tests-resource-link-window-4	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Residue of the wire respellings			P4		"""byte-for-byte"" attributed to a hash that is blind to message bytes"	open			
tests-resource-link-window-6	documentation	nit	(table)			Integration tests (tests/common, then the suites)	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record	5		P3		"""honest"" (two constant names), ""genuinely"", ""knob"", ""seam"", ""law"", ""reds"" as a verb."	fix	T50		
tests-resource-link-window-9	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Residue of the V1 retirement (368da2a5)			P4		"two module-doc claims are false today: latency_link's plural ""protocols"" and tcp_link's ""one Link instantiation over real sockets"""	open			
tests-wire-format-1	documentation	low	documentation	verified	no	Integration tests (tests/common, then the suites)				P5	harness	Two gossip_snapshot testdocs state something other than what their snapshots pin	open			
tests-wire-format-15	documentation	nit	(table)			Integration tests (tests/common, then the suites)	documentation: Moralized vocabulary colliding with the model of record | documentation: Public rustdoc that names what the API does not reach			P3		"""silently"", ""loudly"", ""defuse"", ""close the loop"", a dated ""now that"", and a file-path citation of a constant."	fix	T50		
tests-wire-format-16	documentation	medium	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Hand-maintained counts, tallies, and measurements | documentation: One argument in two homes that have drifted			P4		dispute_wire restates the design record size by hand and its design-cell doc contradicts window.rs about what derives from DISPUTE_WIRE_BYTES	open			
tests-wire-format-25	documentation	medium	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Residue of the V1 retirement (368da2a5)	42	9	P1		future_size.rs documents a type chain and an erasure boundary that do not exist	fix	T7,T26		
tests-wire-format-3	documentation	medium	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Residue of the wire respellings | documentation: Rewrap residue from the first-sentence split			P4		The empty-pair testdoc states a 25-byte preamble; the test's own snapshot pins 30	open			
tests-wire-format-6	documentation	medium	documentation	verified	no	Integration tests (tests/common, then the suites)	documentation: Residue of the V1 retirement (368da2a5)			P4		V1-era protocol vocabulary survives in gossip_snapshot testdocs	open			
tests-wire-format-9	documentation	medium	documentation	verified	yes	Integration tests (tests/common, then the suites)		82		P4		cbor_evolution attributes evolution rules to crate docs that no longer state them	fix-amended	T93		
api-audit-6	documentation	low	documentation	verified	no	Link				P5	link	The routed-link example names a `peer.rumors()` method that does not exist	open			
async-hazards-2	documentation	medium	documentation	assessed	no	Link				P5	link	The retire cancellation carve-out promises bookmark recovery in the window where none exists	open			
fresh-eyes-6	documentation	low	documentation	verified	no	Link				P5	link	Routed TCP example comment names a nonexistent `peer.rumors()`	open			
fresh-eyes-7	documentation	low	documentation	verified	no	Link				P5	link	The BufReader advice states the mechanism without its reason, and the routed module inherits nothing	open			
link-1	documentation	nit	(table)			Link	documentation: Hand-maintained counts, tallies, and measurements			P4		"An expired ""cheap"", a ""stated where they arise"" clause that precedes the full list, a hand-maintained ""8 KiB"", a missing blank line."	open			
link-13	documentation	nit	(table)			Link	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record			P3		"""honest""/""misbehavior"" where ""conforming"" is the claim; ""real""/""genuine""; ""seam"", ""knobs"", ""compatibility door"", ""tripwire""."	fix	T49		
link-15	documentation	nit	(table)			Link		89		P4		`Dial::recycle` obligates pooling dials around a router-written byte whose value the public contract never states.	fix	T100		
link-18	documentation	low	documentation	assessed	no	Link				P5	link	"`LinkError::Rejected` and `Endpoint::link`'s `# Errors` misstate the causes: the router never ""answers"" a rejection, and the address-decode mismatch is unnamed"	open			
link-2	documentation	nit	(table)			Link	documentation: Incident narrative and dated rationale at the declaration site	89		P4		The pooled-flow-control paragraph narrates a past observation that a committed test now pins.	fix	T100		
link-23	documentation	nit	(table)			Link				P5	link	Encoding is attributed to the router; `Endpoint::new` encodes.	open			
link-4	documentation	low	documentation	assessed	no	Link	documentation: Hazard sections named or placed inconsistently			P4		`Connector::connect` and `Endpoint::link` have no `# Cancel safety` section; their accept-side duals do	open			
link-7	documentation	low	documentation	assessed	no	Link				P5	link	"`Link::new` states its precondition as ""at the same time""; the invariant is ""before any session"""	open			
async-hazards-4	documentation	low	documentation	verified	no	Materialized	api: Hidden but ungated calibration hooks on the production handles	19,85		P4		The first greeting on a cold tree hashes and bounds the whole tree inside one poll, stated only in a crate-private doc	fix-amended	T96		
async-hazards-5	documentation	nit	(table)			Materialized				P5	streaming	Dropped early hand-off senders are read as empty without the argument that makes that safe.	open			
materialized-18	documentation	medium	documentation	verified	no	Materialized	documentation: Missing module docs and undocumented public items | documentation: Public rustdoc that names what the API does not reach			P4		The public `Violation`/`Error` rustdoc names reaction kinds the user cannot reach and leaves `Error`'s variants undocumented	open			
materialized-19	documentation	nit	(table)			Materialized	documentation: Hand-maintained counts, tallies, and measurements | documentation: Roster tags and process narrative cited from code			P4		"""Seven checks:"", a one-off name for a named invariant, two glosses for `d6`, and a check cited by quoting another file's comment."	open			
materialized-20	documentation	medium	documentation	verified	no	Materialized	documentation: Roster tags and process narrative cited from code			P4		"Agent-note roster IDs and process history cited from code: ""finding #6"", ""finding #7"", ""adjudicated"", ""the mux adjudication"""	open			
materialized-21	documentation	low	documentation	verified	no	Materialized	documentation: Roster tags and process narrative cited from code			P4		"""The encoder"" in the progress recorder means the walk, colliding with the crate's use of the word for the wire codec; ""the weave"" is model vocabulary never defined in the crate"	open			
materialized-23	documentation	nit	(table)			Materialized	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record			P3		"""chokepoint"", moralizers, a jokey banner, a next-line narration, a compressed cross-reference."	fix	T49		
materialized-24	documentation	low	documentation	verified	no	Materialized				P5	streaming	"""the materialized filter/prune/oracle"" names the in-memory oracle with the word this module uses for itself"	open			
materialized-25	documentation	low	documentation	verified	no	Materialized	documentation: Incident narrative and dated rationale at the declaration site | documentation: Residue of the V1 retirement (368da2a5)			P4		"Ghost reference to the removed height-typed recursion: ""exactly as the typed tower did"""	open			
materialized-29	documentation	low	documentation	verified	no	Materialized	documentation: Missing module docs and undocumented public items			P4		Four production files lack module docs; `work.rs` names two of its five children; `Resolver`'s methods are undocumented	open			
materialized-32	documentation	low	documentation	assessed	no	Materialized	documentation: One argument in two homes that have drifted			P4		The full-fan and one-slot capacity arguments are each stated in more than one place	open			
materialized-38	documentation	nit	(table)			Materialized	documentation: Em-dashes in line comments and assert strings			P3		Em-dashes in `//` comments.	fix	T48		
materialized-5	documentation	nit	(table)			Materialized				P5	streaming	`Query`'s summary sentence describes the queue, not the item.	open			
materialized-7	documentation	nit	(table)			Materialized				P5	streaming	`Descending`'s doc links the erased `Reply` under the typed spelling `Reply<B, H>`.	open			
module-graph-15	documentation	nit	(table)			Materialized	documentation: Missing module docs and undocumented public items			P4		Twenty-seven non-test files open without a `//!` module doc.	open			
api-audit-17	documentation	nit	(table)			Mirror common	documentation: Hand-maintained counts, tallies, and measurements | documentation: Residue of the V1 retirement (368da2a5)			P4		"""Two deliberate boundaries"" lists one; the second was the V1 bullet."	open			
fresh-eyes-11	documentation	nit	(table)			Mirror common	documentation: Metaphors promoted to jargon	4		P3		"""seam"" in the rustdoc of five public items."	fix	T49		
fresh-eyes-5	documentation	low	documentation	verified	no	Mirror common	documentation: Hand-maintained counts, tallies, and measurements | documentation: Residue of the V1 retirement (368da2a5)			P4		"SessionStats announces ""Two deliberate boundaries"" and lists one"	open			
mirror-common-1	documentation	low	documentation	assessed	no	Mirror common	documentation: Public rustdoc that names what the API does not reach			P4		Public `MirrorError` docs speak at maintainer altitude	open			
mirror-common-12	documentation	low	documentation	verified	no	Mirror common	documentation: Residue of the V1 retirement (368da2a5)		15	P4		"`VersionMismatch` says ""we selected"" a protocol nothing selects any more"	open			
mirror-common-13	documentation	nit	(table)			Mirror common				P5	streaming	"`Staged::is_empty` is documented by its caller's question; the tree-less proxy is called ""backed by trees""."	open			
mirror-common-2	documentation	nit	(table)			Mirror common	documentation: Hand-maintained counts, tallies, and measurements			P4		"Derived arithmetic (""17 of the fixed item's 30 bytes"", ""a 33-arm match"", MB figures) and caller rosters written as literals beside the constants that derive them."	open			
mirror-common-21	documentation	nit	(table)			Mirror common				P5	streaming	Why every `mirror!` party ident carries a `(state, route)` tuple is recorded only in commit history.	open			
mirror-common-23	documentation	low	documentation	verified	no	Mirror common	documentation: Incident narrative and dated rationale at the declaration site | documentation: Residue of the V1 retirement (368da2a5)			P4		"`erased.rs` module doc compares today's code to a prior design state (""exactly as before"")"	open			
mirror-common-26	documentation	nit	(table)			Mirror common				P5	streaming	"""the pinned pairwise lemmas"" cites `before`'s subadditivity proptests without naming them."	open			
mirror-common-27	documentation	low	documentation	verified	no	Mirror common				P5	streaming	"`Greeting::payload_depth_limit` is documented ""in scopes""; the type's unit is decode recursion steps, and ""scope"" is a different crate term"	open			
mirror-common-30	documentation	low	documentation	verified	no	Mirror common	documentation: Missing module docs and undocumented public items			P4		The phase schedule's spine is half undocumented	open			
mirror-common-33	documentation	low	documentation	verified	no	Mirror common				P5	streaming	The `define_peer!` comment locates `mirror_connected` in the wrong file and states as a manual obligation what the compiler enforces	open			
mirror-common-34	documentation	low	documentation	verified	no	Mirror common	documentation: Metaphors promoted to jargon	4		P3		"""Seam"" is an undefined house metaphor used for three different boundaries, including in public `SessionStats` docs"	fix	T49		
mirror-common-35	documentation	low	documentation	verified	no	Mirror common	documentation: Hand-maintained counts, tallies, and measurements | documentation: Residue of the V1 retirement (368da2a5)			P4		"Public `SessionStats` doc announces ""Two deliberate boundaries"" and lists one"	open			
mirror-common-36	documentation	nit	(table)			Mirror common	documentation: Moralized vocabulary colliding with the model of record			P3		"""genuine"", loose ""sound"", ""honestly"", ""real""; `Reaction`'s variant docs narrate in the first person."	fix	T50		
mirror-common-37	documentation	low	documentation	verified	no	Mirror common				P5	streaming	`tasks::complete` is documented as a race; its body is a fail-fast join	open			
mirror-common-4	documentation	low	documentation	verified	no	Mirror common	documentation: Hazard sections named or placed inconsistently			P4		Cancel-safety hazards stated inline instead of under the crate's `# Cancel safety` section	open			
mirror-common-9	documentation	low	documentation	verified	no	Mirror common				P5	streaming	"""Handshake"" names both the preamble module and the greeting exchange, against `message.rs`'s own definitions"	open			
module-graph-5	documentation	low	documentation	verified	no	Mirror common	documentation: Residue of the wire respellings			P4		Stale location and layout comments	open			
remote-adapter-streams-1	documentation	low	documentation	verified	no	Remote adapter and streams	documentation: Incident narrative and dated rationale at the declaration site | documentation: Residue of the wire respellings			P4		Adapter module doc describes the pre-erasure `Reply<B, H>` boundary and names `Convert::assemble` where `Backend::assemble` runs	open			
remote-adapter-streams-11	documentation	low	documentation	verified	no	Remote adapter and streams	documentation: Moralized vocabulary colliding with the model of record | documentation: The illumos lint-allow rationale in nine copies	12		P3		The clippy-allow rationale names a gate platform the verification recipes do not name, and moralizes the lint flag	fix-amended	T57		
remote-adapter-streams-13	documentation	nit	(table)			Remote adapter and streams				P5	remote	A `debug_assert!` with no message and two `expect`s that name the lock rather than why poisoning cannot occur.	open			
remote-adapter-streams-15	documentation	low	documentation	verified	no	Remote adapter and streams				P5	remote	"Mux-era vocabulary survives the mux's deletion: ""demultiplexer"" and ""reintroduce"""	open			
remote-adapter-streams-17	documentation	low	documentation	verified	no	Remote adapter and streams	documentation: Hand-maintained counts, tallies, and measurements			P4		"Stream count hand-written as ""17"" in prose where a named constant exists"	open			
remote-adapter-streams-23	documentation	nit	(table)			Remote adapter and streams				P5	remote	"`SupplyClosed.source`'s doc says the session ""reports"" it; `ErrorRoute::report` is the path that never carries it."	open			
remote-adapter-streams-7	documentation	nit	(table)			Remote adapter and streams	documentation: Em-dashes in line comments and assert strings			P3		Em-dashes in `//` comments.	fix	T48		
remote-adapter-streams-8	documentation	nit	(table)			Remote adapter and streams	documentation: One argument in two homes that have drifted			P4		The version-bound rationale is stated three times.	open			
remote-adapter-tests-1	documentation	low	documentation	verified	no	Remote adapter and streams	documentation: Hand-maintained counts, tallies, and measurements | documentation: Missing module docs and undocumented public items			P4		tests.rs module map omits `backend_errors`	open			
remote-adapter-tests-16	documentation	nit	(table)			Remote adapter and streams				P5	remote	The one-slot response relay is attributed to `proxy/work/queues.rs`; `Work::respond` constructs it.	open			
remote-adapter-tests-17	documentation	medium	documentation	verified	no	Remote adapter and streams	documentation: Hand-maintained counts, tallies, and measurements | documentation: One argument in two homes that have drifted | documentation: Residue of the wire respellings			P4		parking.rs module doc states megabyte figures that contradict its own pin and `message.rs`	open			
remote-adapter-tests-18	documentation	nit	(table)			Remote adapter and streams	documentation: Em-dashes in line comments and assert strings			P3		"A runtime size assertion is called ""compiler-checked""; two em-dashes; the pin's `eprintln!` readout is unexplained."	fix	T48		
remote-adapter-tests-3	documentation	nit	(table)			Remote adapter and streams				P5	remote	`LeafCase` claims distinct cases produce distinct versions, but `wrapping_shl(8)` drops `value`'s top byte.	open			
remote-adapter-tests-8	documentation	nit	(table)			Remote adapter and streams	documentation: Moralized vocabulary colliding with the model of record			P3		"""real"" as a quality marker, ""silently"" without mechanism, ""provably"", ""RAM-sound""."	fix	T50		
remote-capture-atlas-1	documentation	low	documentation	verified	no	Remote capture and codec tests	documentation: Hand-maintained counts, tallies, and measurements | documentation: One argument in two homes that have drifted			P4		The root module doc restates its submodules' contracts, literal tallies included	open			
remote-capture-atlas-10	documentation	low	documentation	assessed	no	Remote capture and codec tests				P5	remote	`MAX_DEPTH` states no derivation and no relation to the payload depth limit	open			
remote-capture-atlas-12	documentation	nit	(table)			Remote capture and codec tests				P5	remote	"The `""listing""` key rule fires at every depth, so application payload maps acquire listing annotations."	open			
remote-capture-atlas-18	documentation	nit	(table)			Remote capture and codec tests	documentation: Moralized vocabulary colliding with the model of record			P3		"A doubled ""silently"" naming no mechanism; ""genuinely absent"" where ""absent"" says it."	fix	T50		
remote-capture-atlas-2	documentation	medium	documentation	verified	no	Remote capture and codec tests	documentation: One argument in two homes that have drifted | documentation: Residue of the wire respellings			P4		The module doc describes a query-listing spelling the wire no longer has	open			
remote-capture-atlas-6	documentation	nit	(table)			Remote capture and codec tests				P5	remote	"Three sentences misstate the hook contract, the panic boundary, and the error type (`Result<Node, String>` called ""a typed reason"")."	open			
remote-capture-atlas-7	documentation	nit	(table)			Remote capture and codec tests	documentation: Metaphors promoted to jargon			P3		"""the walk"" in the renderer collides with the anchored term for the in-process participant."	fix	T49		
api-audit-7	documentation	low	documentation	verified	no	Remote codec	documentation: Missing module docs and undocumented public items | documentation: Public rustdoc that names what the API does not reach	2	21	P3		The public error taxonomy has undocumented variants, fields, and methods, and no lint guards against it	fix	T47		
remote-capture-atlas-21	documentation	low	documentation	verified	no	Remote codec	documentation: Residue of the wire respellings			P4		`FrameShape`'s doc says one- or two-element array; the decoder requires two or three	open			
remote-capture-atlas-22	documentation	low	documentation	verified	no	Remote codec				P5	remote	`record_slices`'s visibility rationale names a capture-renderer use that does not exist	open			
remote-codec-1	documentation	low	documentation	verified	no	Remote codec	documentation: Hand-maintained counts, tallies, and measurements			P4		Hand-maintained counts and rosters restate constants and tests	open			
remote-codec-19	documentation	low	documentation	verified	yes	Remote codec	documentation: Missing module docs and undocumented public items | documentation: Public rustdoc that names what the API does not reach			P4		Public error docs: uneven variant coverage, undocumented public constructors, and two docs naming internals	fix	T85		
remote-codec-2	documentation	low	documentation	verified	no	Remote codec	documentation: Moralized vocabulary colliding with the model of record			P3		"""trust boundary"" and ""honest encoder"" in an honest-peer model, plus smaller register tells"	fix	T50		
remote-codec-20	documentation	low	documentation	verified	no	Remote codec	documentation: Residue of the wire respellings			P4		The public `FrameShape` variant doc states the wrong array arity	open			
remote-codec-23	documentation	low	documentation	assessed	no	Remote codec				P5	remote	`checked_run_len`'s doc calls the encoder-side check redundant; it is the only bound on the accumulated body	open			
remote-codec-25	documentation	nit	(table)			Remote codec				P5	remote	The per-record payload copy is the custody hand-off that keeps per-leaf pricing exact; the site does not say so.	open			
remote-codec-29	documentation	low	documentation	assessed	no	Remote codec				P5	remote	`read_greeting`'s doc describes an error arm the signature does not have	open			
remote-codec-31	documentation	nit	(table)			Remote codec				P5	remote	`at_height` reuses a phase remainder as the index offset without the derivation; `STATE_STRIDE` is used once, for another meaning.	open			
remote-codec-32	documentation	nit	(table)			Remote codec		88		P4		`Speaker` and `observe::Role` name one election; the reason (the hook is rumors-blind) lives only in a commit message.	fix-amended	T99		
remote-codec-33	documentation	low	documentation	assessed	no	Remote codec				P5	remote	Two arms of the phase schedule carry no rule	open			
remote-codec-4	documentation	low	documentation	verified	no	Remote codec	documentation: Residue of the wire respellings			P4		"""pre-batching"" names a wire state that no longer exists"	open			
remote-proxy-1	documentation	medium	documentation	verified	no	Remote proxy	documentation: Residue of the wire respellings			P4		Public RemoteError variant docs misdescribe four variants	open			
remote-proxy-10	documentation	low	documentation	verified	no	Remote proxy	documentation: One argument in two homes that have drifted			P4		"Typestate impl docs duplicate the Work method docs they delegate to; the codec doc is written four times with ""peer"" meaning the local Peer"	open			
remote-proxy-13	documentation	nit	(table)			Remote proxy				P5	remote	The `Ok \| Accept` arm comment explains only the `Accept` pattern.	open			
remote-proxy-15	documentation	low	documentation	verified	no	Remote proxy				P5	remote	Three module-doc sentences misplace where a mechanism lives	open			
remote-proxy-16	documentation	low	documentation	verified	no	Remote proxy	documentation: Incident narrative and dated rationale at the declaration site			P4		"Temporal ""today's"" in `opening`'s doc describes a history instead of the behavior"	open			
remote-proxy-17	documentation	nit	(table)			Remote proxy	documentation: Metaphors promoted to jargon			P3		"""acknowledged questions"" where nothing is acknowledged; ""decode-side register"" for a scope queue."	fix	T49		
remote-proxy-18	documentation	low	documentation	verified	no	Remote proxy	documentation: Missing module docs and undocumented public items			P4		"trace.rs lacks a module doc and the variant and function docs its sibling in the walk has; ""scopes"" is used for the questions ledger"	open			
remote-proxy-22	documentation	low	documentation	verified	no	Remote proxy	documentation: Moralized vocabulary colliding with the model of record | documentation: The illumos lint-allow rationale in nine copies	12		P3		The lint-allow rationale asserts an illumos gate target the tree does not declare, in nine identical copies	fix-amended	T57		
remote-proxy-26	documentation	nit	(table)			Remote proxy				P5	remote	"The comment says the pairing reply ""arrives empty""; the code splices without checking, and a duplicate is caught one layer down."	open			
remote-proxy-32	documentation	low	documentation	verified	no	Remote proxy				P5	remote	"queues.rs points readers to the window docs for ""the slack"", which the window docs no longer derive"	open			
remote-proxy-6	documentation	nit	(table)			Remote proxy				P5	remote	The handshake impls switch from the trait's frame (`theirs`) to the process frame (`local`) with nothing marking the switch.	open			
remote-proxy-8	documentation	low	documentation	verified	no	Remote proxy				P5	remote	"Session method docs name a `height` parameter that does not exist; `outgoing` takes `&mut self` needlessly; one impl doc calls a fixed terminal ""role-specific"""	open			
remote-proxy-9	documentation	nit	(table)			Remote proxy				P5	remote	`stream_at`'s expect states the conclusion, not the parity argument that makes `None` unreachable.	open			
remote-proxy-tests-1	documentation	low	documentation	verified	no	Remote proxy	documentation: Residue of the wire respellings			P4		Five greeting-ingress test names speak the retired two-frame greeting	open			
remote-proxy-tests-11	documentation	low	documentation	verified	no	Remote proxy				P5	remote	Test docs narrower than their bodies, one hand-maintained count, and one mux-era clause	open			
remote-proxy-tests-13	documentation	low	documentation	verified	no	Remote proxy	documentation: Hand-maintained counts, tallies, and measurements			P4		Module docs under-describe their files; `work/tests.rs` has none	open			
remote-proxy-tests-14	documentation	low	documentation	verified	yes	Remote proxy	documentation: Moralized vocabulary colliding with the model of record	5		P3		"Adversary register (""lie"", ""lied"", ""deceived"") in a suite whose own module doc names the regime buggy-peer"	fix	T50		
remote-proxy-tests-19	documentation	nit	(table)			Remote proxy	documentation: Em-dashes in line comments and assert strings			P3		Em-dashes in `//` comments.	fix	T48		
remote-proxy-tests-6	documentation	low	documentation	verified	yes	Remote proxy		90		P4		The reordering helper docs describe an effect the property proves unreachable, and its case count is undefended	fix	T101		
api-audit-10	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	api: The `#[non_exhaustive]` rule is recorded only in commit 1e458d69's message	10		P3		The rule for which enums are open lives only in commit 1e458d69, so nothing distinguishes the split from accident.	fix	T55		
async-hazards-1	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	Bookmark gate is documented as preceding all wire traffic, but the preamble exchange precedes it	open			
clippy-pedantic-11	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	A code span split around an intra-doc link renders as two fragments.	open			
fresh-eyes-1	documentation	medium	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Hand-maintained counts, tallies, and measurements | documentation: One argument in two homes that have drifted	93	17	P4		reconciliation.rs and link.rs give different stream counts	fix	T104		
fresh-eyes-8	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)		84		P4		No worked Bookmark implementation is visible to users	fix-amended	T94		
inventory-8	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	`ensure_loaded`'s doc promises a return value the signature lacks	open			
prose-hygiene-9	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Em-dashes in line comments and assert strings	3		P3		Em-dashes in line comments, the register the doctrine assigns the spaced double-hyphen.	fix	T48		
session-bookmark-13	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	"""Unreachable in practice"" where the one-line proof (a live `Peer` always holds its party) is available."	open			
session-bookmark-14	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Rewrap residue from the first-sentence split			P4		"Prose mechanics: a misplaced comment, a mid-doc link definition, ragged wraps, ""self-inverse"" for invertible, a stale cross-reference, two grammar slips."	open			
session-bookmark-16	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Moralized vocabulary colliding with the model of record	5		P3		"""Honest"", ""genuine"", and ""real"" as moralized adjectives where the crate's trust model owns the word"	fix	T50		
session-bookmark-22	documentation	medium	documentation	assessed	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)			16	P5	core	`Bookmark::load` is documented as called once per `Peer`, but a failed store makes the crate call it again	open			
session-bookmark-26	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	"`is_current`'s doc says ""exactly"" while the code compares own-party projections, and its inline comment states only half the recording condition"	open			
session-bookmark-27	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	`Bookmarked::slice` and the struct doc claim a `watch` critical section its only caller deliberately omits	open			
session-bookmark-28	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Hand-maintained counts, tallies, and measurements			P4		"""Version 5 is ..."" and ""0x18 0x05"" hand-maintain the format version; ""the earlier frame shapes"" refers to formats no longer in the tree."	open			
session-bookmark-33	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Rewrap residue from the first-sentence split			P4		The greeting field list omits the payload depth limit	open			
session-bookmark-34	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)		83		P4		"The digest-width section carries an adversary work-factor sentence that lost its ""off-model"" label"	fix-amended	T95		
session-bookmark-35	documentation	medium	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Hand-maintained counts, tallies, and measurements | documentation: One argument in two homes that have drifted	93	17	P4		Stream-count arithmetic contradicts `STREAM_COUNT`'s own doc and the same page	fix	T104		
session-bookmark-36	documentation	low	documentation	verified	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Public rustdoc that names what the API does not reach			P4		Public explanation names `Tree::join`, unreachable from the API	open			
session-bookmark-37	documentation	low	documentation	assessed	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	"`Observer::session`'s ""before the session's first byte crosses the wire"" is not met for remote-led `gossip_when` sessions"	open			
session-bookmark-4	documentation	low	documentation	assessed	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	`Gossiped::converged` doc overstates what both sides hold at commit	open			
session-bookmark-43	documentation	low	documentation	assessed	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	`Message`'s `# Panics` lists two serializing constructors; `try_new` serializes too	open			
session-bookmark-45	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Incident narrative and dated rationale at the declaration site			P4		The default depth limit is justified by a fleet upgrade with no prior release to upgrade from.	open			
session-bookmark-5	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Metaphors promoted to jargon	4		P3		"""seam"" in the public `Gossiped::stats` doc and ""knob"" in a private comment."	fix	T49		
session-bookmark-6	documentation	nit	(table)			Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)	documentation: Em-dashes in line comments and assert strings	3		P3		Em-dashes in `//` comments.	fix	T48		
session-bookmark-9	documentation	low	documentation	assessed	no	Session and bookmark (peer/gossip, bookmark, reconciliation, observe, message)				P5	core	`gossip_inner`'s return contract under-states the Retire-with-error arm	open			
streaming-backend-window-1	documentation	low	documentation	verified	yes	Streaming backend and window	documentation: Public rustdoc that names what the API does not reach	91		P4		`Backend` family documented for an implementer the crate cannot admit	fix-amended	T102		
streaming-backend-window-10	documentation	low	documentation	assessed	yes	Streaming backend and window	performance: Performance claims in prose with no committed instrument	92		P4		`Local::assemble`'s comment asserts the memory story is unchanged without pricing the run-proportional transient it introduces	fix	T103		
streaming-backend-window-17	documentation	nit	(table)			Streaming backend and window	documentation: Missing module docs and undocumented public items			P4		No module doc; `RoleStats`'s fields, the vocabulary of the capacity assertions, are undocumented.	open			
streaming-backend-window-19	documentation	medium	documentation	verified	no	Streaming backend and window	documentation: Residue of the wire respellings			P4		convert.rs's module doc describes a dormant cross-backend converter; the wire adapter runs the module on every supplied node	open			
streaming-backend-window-21	documentation	nit	(table)			Streaming backend and window				P5	streaming	The summary describes only `Faulting`'s reply-corruption face, not `Fault::Greeting`.	open			
streaming-backend-window-22	documentation	nit	(table)			Streaming backend and window				P5	streaming	`Failing<B>` deliberately keeps the default `leaves`/`assemble` chain so injection sees every level, and says so nowhere.	open			
streaming-backend-window-24	documentation	low	documentation	verified	yes	Streaming backend and window	documentation: Public rustdoc that names what the API does not reach	92		P4		The flushed-question derivation cites proxy internals by file path from a module that cannot link them	fix	T103		
streaming-backend-window-27	documentation	low	documentation	verified	yes	Streaming backend and window	documentation: Public rustdoc that names what the API does not reach	92		P4		The public constant's first sentence overstates the budget's scope and names a cfg-gated private constant	fix	T103		
streaming-backend-window-3	documentation	nit	(table)			Streaming backend and window	documentation: Metaphors promoted to jargon | documentation: Moralized vocabulary colliding with the model of record | documentation: The illumos lint-allow rationale in nine copies			P3		"""seam"", ""knob"", ""story""; moralized ""honest""/""genuine""/""real""; nine ""X, not Y:"" openers in window.rs alone."	fix	T49		
streaming-backend-window-33	documentation	low	documentation	assessed	no	Streaming backend and window				P5	streaming	`pow256`'s safety argument rests on a premise its call sites falsify	open			
streaming-backend-window-35	documentation	nit	(table)			Streaming backend and window				P5	streaming	`child_slots_quantile`'s doc attributes the evaluation-point slack to the `+ 1` when the two named losses can exceed one.	open			
streaming-backend-window-4	documentation	nit	(table)			Streaming backend and window	documentation: One argument in two homes that have drifted			P4		One hazard stated three times, two phrases twice; a `///` doc on an anonymous `const`.	open			
